safegraph_place_id,location_name,street_address,city,region,postal_code,brands,naics_code,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,visitor_home_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type,iso_country_code
sg:851c87c8c70a4887abc2803f06726f9f,Mission Recreation Center Boxing,2450 Harrison St,San Francisco,CA,94110,[],713940,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,21,12,"[3,7,2,3,0,4,2]","[0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]",{},"{""US"":9}",2978,28,"{""<5"":0,""5-20"":5,""21-60"":10,""61-240"":4,"">240"":2}","{""Juice Shop"":25}","{""Grocery Outlet"":25,""Whole Foods Market"":16,""Costco Wholesale Corp."":14,""Walgreens"":13,""McDonald's"":10,""Juice Shop"":8,""Verve Coffee Roasters"":8,""Williams-Sonoma"":8,""Kelly-Moore Paints"":8,""BevMo"":8,""Skechers"":8,""A&W Restaurants"":8,""Total Wine & More"":8,""24 Hour Fitness"":8,""Smart & Final"":8,""Best Western"":8,""Denny's"":8,""Chipotle Mexican Grill"":8,""Ross Stores"":8,""Little Caesars"":8}","{""android"":7,""ios"":5}",US
sg:9d59fbcc5f2545548cfccb996a2575b3,Public Storage,2690 Geary Blvd,San Francisco,CA,94118,"[""Public Storage""]",531130,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,1,1,"[0,0,0,0,0,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},null,null,634,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":1}",{},{},"{""android"":0,""ios"":0}",US
sg:a34b6500e68e4becb5582883fb73a8a9,Slate Bar,2925 16th St,San Francisco,CA,94103,[],451120,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,16,16,"[5,8,0,2,0,1,0]","[0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":11}",2805,24,"{""<5"":0,""5-20"":7,""21-60"":3,""61-240"":3,"">240"":3}",{},"{""Shell Oil"":22,""Smashburger"":19,""Peet's Coffee and Tea"":12,""24 Hour Fitness"":12,""76"":12,""Denny's"":12,""McDonald's"":12,""Chevron"":11,""Taco Bell"":11,""Target"":9,""Signature Inn"":6,""Loop Neighborhood Market"":6,""Supermercado Mi Tierra"":6,""Hillstone Restaurant Group"":6,""Fosters Freeze"":6,""L&W Supply"":6,""HD Supply"":6,""Foods Co."":6,""Quik Stop"":6,""DAISO"":6}","{""android"":11,""ios"":5}",US
sg:d188835030c5403f99d670c8c71ce227,Justin Ching DDS,490 Post St Ste 412,San Francisco,CA,94102,[],621210,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,1,1,"[1,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,20,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:056fab9a71ae4e2589a5b17a01ba8312,Gabby,201 Harrison St,San Francisco,CA,94105,[],445310,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,46,42,"[10,17,6,6,2,3,2]","[0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,7,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0]",{},"{""US"":30}",13077,9,"{""<5"":4,""5-20"":26,""21-60"":4,""61-240"":3,"">240"":9}","{""Walgreens"":49,""Smart & Final"":17,""OfficeMax"":10,""Office Depot"":10,""New Leaf Community Markets"":6,""Ono Hawaiian BBQ"":6,""Pet Food Express"":6}","{""Costco Wholesale Corp."":19,""Safeway"":16,""Starbucks"":13,""GNC (General Nutrition Centers)"":9,""The Bay Club"":7,""Round Table Pizza"":7,""FoodMaxx Supermarkets"":7,""Smart & Final"":7,""Safeway Pharmacy"":7,""Chipotle Mexican Grill"":7,""Jack in the Box"":7,""Chevron"":6}","{""android"":20,""ios"":22}",US
sg:0bdf50da9cad4fbfabb815df3a34c0d3,Sunset Paws,1948 19th Ave,San Francisco,CA,94116,[],812910,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,2,2,"[0,0,1,0,1,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,51,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":1,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:504f4a6db2e64b1cb8bbe53126f525dc,H & K Liquor & Deli,1300 Fitzgerald Ave,San Francisco,CA,94124,[],445310,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,14,12,"[1,5,3,0,4,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":8}",875,11.5,"{""<5"":0,""5-20"":8,""21-60"":1,""61-240"":4,"">240"":1}","{""Hyatt House"":25,""United States Postal Service (USPS)"":24}","{""Lucky Supermarkets"":17,""Chevron"":15,""Starbucks"":13,""McDonald's"":10,""Project Juice"":8,""Amazon Go"":8,""Hyatt House"":8,""Embassy Suites Hotels"":8,""Kaiser Permanente"":8,""Grocery Outlet"":8,""Boys & Girls Clubs of America"":8,""Chase"":8,""Motel 6"":8,""Krispy Krunchy Chicken"":8,""IHOP"":8,""Safeway"":8,""Mobil"":8,""Valero Energy"":7,""United States Postal Service (USPS)"":7,""7-Eleven"":7}","{""android"":10,""ios"":0}",US
sg:537a755b853743368df6a2aab0712c36,Tunnell Skilled Nursing & Rehabilitation Center,1359 Pine St,San Francisco,CA,94109,[],621610,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,22,11,"[4,5,6,2,3,2,0]","[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":8}",18150,279,"{""<5"":0,""5-20"":2,""21-60"":2,""61-240"":7,"">240"":11}","{""99 Cents Only Stores"":40,""Mazda"":20,""GNC (General Nutrition Centers)"":20}","{""Pho Hoa "":18,""Vitality Bowls"":18,""Fallas"":18,""Big 5 Sporting Goods"":18,""Red Robin Gourmet Burgers"":18,""99 Cents Only Stores"":18,""Chili's Grill & Bar"":18,""United States Postal Service (USPS)"":17,""Dollar Tree"":16,""Subway"":16,""McDonald's"":12,""Victory Martial Arts"":9,""Dunn Edwards"":9,""Citibank"":9,""Paris Baguette"":9,""Sutter Health"":9,""Mountain Mike's Pizza"":9,""Peet's Coffee and Tea"":9,""Lucky Supermarkets"":9,""FoodMaxx Supermarkets"":9}","{""android"":6,""ios"":5}",US
sg:55fea5e2a5824ce39561e2e6f0b34ad6,U-Haul,1575 Bay Shore Blvd,San Francisco,CA,94124,"[""U-Haul""]",532120,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,13,11,"[2,5,1,2,2,0,1]","[0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":10}",6436,20,"{""<5"":1,""5-20"":6,""21-60"":2,""61-240"":4,"">240"":0}",{},"{""Chevron"":35,""Starbucks"":33,""7-Eleven"":26,""Safeway"":18,""Costco Wholesale Corp."":16,""Subway"":16,""CVS"":15,""Shell Oil"":15,""Sajj Mediterranean"":9,""Grand Hyatt"":9,""Big 10 Tires"":9,""Bassett Furniture"":9,""Jos. A. Bank Clothiers"":9,""Green Burrito"":9,""F45 Training"":9,""Boston Market"":9,""The Vitamin Shoppe"":9,""Grocery Outlet"":9,""The Salvation Army"":9,""Macy's"":9}","{""android"":6,""ios"":5}",US
sg:732bce00d89641888582dc650e634c9d,Bodyvolve,2345 Harrison St,San Francisco,CA,94110,[],713940,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,3,2,"[0,1,0,0,1,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,26,"{""<5"":0,""5-20"":0,""21-60"":2,""61-240"":1,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:76ad79bf8b82443280b8c4636c112118,DayDream Cake Shop,1788 32nd Ave,San Francisco,CA,94122,[],722515,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,43,29,"[7,6,10,8,10,1,1]","[0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":26}",1396,28,"{""<5"":0,""5-20"":15,""21-60"":14,""61-240"":5,"">240"":9}","{""Seafood City"":14,""Hertz"":14,""Trader Joe's"":14}","{""Safeway"":27,""Costco Wholesale Corp."":19,""Safeway Pharmacy"":10,""Target"":10,""In-N-Out Burger"":10,""Walgreens"":7,""Trader Joe's"":7,""Panera Bread"":6,""Chipotle Mexican Grill"":6,""Chevron"":5}","{""android"":17,""ios"":12}",US
sg:854cbc5a010f47d9b54084f218f53bde,Second Community Childcare Center,500 Clarendon Ave,San Francisco,CA,94131,[],624410,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,2,2,"[0,2,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,8.5,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:b2a3c97db551455bb610c32bef59ac57,Attaining Harmony School of T'ai Chi Ch'uan,3543 18th St,San Francisco,CA,94110,[],713940,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,10,8,"[2,2,0,1,2,2,1]","[0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0]",{},{},null,59.5,"{""<5"":0,""5-20"":1,""21-60"":5,""61-240"":3,"">240"":1}",{},"{""Curry Up Now"":25,""Pet Food Express"":12,""Ross Stores"":12,""7-Eleven"":11,""Costco Wholesale Corp."":10,""Subway"":10,""CVS"":10}","{""android"":0,""ios"":7}",US
sg:c0bacf470cf54aa2ae694c54f305d803,Unical,1855 Taraval St,San Francisco,CA,94116,[],447110,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,8,8,"[3,4,0,1,0,0,0]","[0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":8}",1577,5.5,"{""<5"":0,""5-20"":8,""21-60"":0,""61-240"":0,"">240"":0}","{""Noah's New York Bagels"":33}","{""Big 5 Sporting Goods"":25,""Costco Wholesale Corp."":23,""Shell Oil"":22,""Walgreens"":22,""Chevys Fresh Mex"":12,""Philz Coffee"":12,""Noah's New York Bagels"":12,""Lucky Supermarkets"":12,""FedEx"":12,""9Round"":12,""Toyota"":12,""Petco"":12,""Safeway"":12,""Chevron"":11,""The Home Depot"":10,""Target"":9}","{""android"":0,""ios"":5}",US
sg:f6027cda5d654d4a8282e7ea4ed3f40f,Cafe Lambretta,700 2nd St,San Francisco,CA,94107,[],722515,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,9,6,"[0,3,1,3,1,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,60,"{""<5"":1,""5-20"":2,""21-60"":2,""61-240"":2,"">240"":2}",{},"{""Starbucks"":30,""Peet's Coffee and Tea"":17,""Hyatt Place"":17,""24 Hour Fitness"":17,""Bed Bath & Beyond"":17,""Carl's Jr."":16,""GNC (General Nutrition Centers)"":16,""In-N-Out Burger"":16,""Safeway"":16,""Costco Wholesale Corp."":14,""Shell Oil"":14}","{""android"":0,""ios"":0}",US
sg:0020e6a31bdb4bc3a62d91929b3a5d15,Isa Restaurant,3324 Steiner St,San Francisco,CA,94123,[],722511,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,1,1,"[1,0,0,0,0,0,0]","[1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,526,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":1}",{},{},"{""android"":0,""ios"":0}",US
sg:0ea0d4338a364c8c9d99c5ce099bf175,Monkey Island Park,Monkey Island Park,San Francisco,CA,94705,[],712190,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,18,13,"[3,4,2,5,1,1,2]","[0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0]",{},"{""US"":10}",3420,28.5,"{""<5"":1,""5-20"":7,""21-60"":3,""61-240"":3,"">240"":4}",{},"{""Target"":12,""Pet Club Food and Supplies"":8,""Fosters Freeze"":8,""Foods Co."":8,""Pet Food Express"":8,""Grainger"":8,""Togo's Eateries"":8,""Peet's Coffee and Tea"":8,""Wienerschnitzel"":8,""Build A Bear Workshop"":8,""Big 5 Sporting Goods"":8,""Motel 6"":8,""Safeway Pharmacy"":8,""Wells Fargo"":7,""Wingstop"":7,""ARCO"":7,""Chipotle Mexican Grill"":7,""Safeway"":7,""Popeyes Louisiana Kitchen"":7,""7-Eleven"":6}","{""android"":6,""ios"":7}",US
sg:2e8e6142d0414d1fa705c9aa5f43dccd,Golden Gate Auto Repair,2380 San Bruno Ave,San Francisco,CA,94134,[],441310,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,3,3,"[0,1,2,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,17,"{""<5"":0,""5-20"":2,""21-60"":1,""61-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:4532f25df14942ce8b43fe047518d145,Rita's Catering & Eatery,1068 Mission St,San Francisco,CA,94103,[],722511,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,153,97,"[12,12,6,31,58,18,16]","[0,1,0,0,0,0,1,0,0,0,1,0,1,0,2,1,1,2,1,0,0,0,1,0,1,1,1,2,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,0,1,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,3,4,7,1,3,0,0,2,3,2,4,0,0,1,0,1,0,1,1,1,1,16,6,7,2,5,2,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,2,2,1,1,1,1,1,0]",{},"{""US"":41}",6595,64,"{""<5"":4,""5-20"":40,""21-60"":30,""61-240"":39,"">240"":40}","{""Equinox Fitness Clubs"":10,""Whole Foods Market"":8}","{""Whole Foods Market"":6,""Starbucks"":5,""Costco Wholesale Corp."":5}","{""android"":81,""ios"":16}",US
