safegraph_place_id,location_name,street_address,city,region,postal_code,brands,naics_code,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,visitor_home_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type,iso_country_code
sg:49958c752e114c4188c2791548a97601,Ton Kiang,5821 Geary Blvd,San Francisco,CA,94121,[],722511,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,7,5,"[0,1,1,0,3,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0]",{},{},null,10,"{""<5"":0,""5-20"":4,""21-60"":0,""61-240"":1,"">240"":2}",{},"{""Mr. Pickle's Sandwich Shop"":20,""Kaiser Permanente"":20,""Smart & Final"":20,""Trader Joe's"":20,""Orangetheory Fitness"":20,""ARCO"":20,""Anytime Fitness"":20,""Shell Oil"":17,""Walgreens"":17}","{""android"":0,""ios"":0}",US
sg:61649b50165842f6b1aae0484c2a9bd4,Big Save Market,5001 3rd St,San Francisco,CA,94124,[],445110,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,42,24,"[4,3,7,10,7,5,6]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0]",{},"{""US"":12}",2698,28,"{""<5"":1,""5-20"":17,""21-60"":5,""61-240"":11,"">240"":8}","{""Honda"":50,""Kelly-Moore Paints"":33,""Burger King"":33,""Public Storage"":14}","{""Walgreens"":17,""Grocery Outlet"":12,""Krispy Krunchy Chicken"":12,""Target"":9,""Public Storage"":8,""AutoZone"":8,""7-Eleven"":7,""Costco Wholesale Corp."":6}","{""android"":16,""ios"":8}",US
sg:7dbd457e66ed4e7aba3d98e75b62ed71,Mosk Stanley Justice Supreme Court,350 McAllister St,San Francisco,CA,94102,[],448130,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,4,4,"[1,1,0,0,1,1,0]","[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,7,"{""<5"":0,""5-20"":4,""21-60"":0,""61-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:8181a2f9cbef4c9a8c490d55a9d14fcc,Blue Fog Market,2567 Gough St,San Francisco,CA,94123,[],722515,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,14,9,"[2,1,5,3,1,0,2]","[0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0]",{},{},null,151,"{""<5"":0,""5-20"":1,""21-60"":4,""61-240"":4,"">240"":5}","{""Curry Up Now"":100}","{""Project Juice"":11,""Curry Up Now"":11,""Peet's Coffee and Tea"":11,""Jamba"":11,""United States Postal Service (USPS)"":10,""Chevron"":10,""Taco Bell"":9,""CVS"":8,""Starbucks"":7}","{""android"":0,""ios"":6}",US
sg:9123b66bb42441b091cb2bdfb8655c48,Pizzetta 211,211 23rd Ave,San Francisco,CA,94121,[],722511,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,5,4,"[0,0,1,3,1,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,11,"{""<5"":0,""5-20"":3,""21-60"":1,""61-240"":1,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:ed49807ffc274f30be3caa52dacd5317,Amausaan Uji Matcha,354 Clement St,San Francisco,CA,94118,[],722515,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,2,2,"[0,0,0,2,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,445,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":1}",{},{},"{""android"":0,""ios"":0}",US
sg:eddddf26b8dd4c5bab203391d2460004,Pilates Heights,333 Cortland Ave,San Francisco,CA,94110,[],713940,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,7,7,"[1,3,0,0,2,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0]",{},"{""US"":5}",2959,50,"{""<5"":0,""5-20"":1,""21-60"":4,""61-240"":2,"">240"":0}","{""Costco Wholesale Corp."":49,""Walgreens"":49}","{""Safeway"":28,""Costco Wholesale Corp."":26,""Target"":25,""Sajj Mediterranean"":14,""BevMo"":14,""Caliber Collision"":14,""Pacific Sales"":14,""Trader Joe's"":14,""Goodwill Industries"":13,""Sonic"":12,""Walgreens"":11,""Starbucks"":10}","{""android"":5,""ios"":0}",US
sg:057636c9d29c408397d7d3e8042b9082,Sfusd Dr William Cobb Ees Preschool,2725 California St,San Francisco,CA,94115,[],624410,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,2,2,"[0,2,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,9,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:0b20bf132da147ac971349bb163656e7,Stonestown Galleria,3251 20th Ave,San Francisco,CA,94132,[],531120,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,914,706,"[304,246,106,79,73,49,57]","[0,0,0,0,1,0,1,6,8,19,18,30,46,23,37,32,19,27,17,8,9,2,0,1,2,0,1,0,2,5,7,4,9,16,11,20,31,19,15,24,7,32,20,13,3,5,0,0,0,0,0,0,1,0,0,6,10,6,8,8,6,6,11,10,7,12,8,3,2,0,1,1,1,1,2,0,0,0,0,3,4,3,6,5,6,8,8,6,7,8,5,1,2,2,1,0,1,0,0,0,0,1,0,2,1,8,2,6,11,8,5,8,3,11,2,3,1,0,0,0,0,0,0,0,0,2,0,0,2,6,4,5,4,3,4,2,4,5,5,2,0,1,0,0,0,0,0,0,1,0,0,1,2,3,5,5,5,4,5,3,4,9,6,3,0,1,0,0]","{""060750332011"":18,""060750332031"":13,""060750331002"":10,""060750332042"":9,""060750313012"":8,""060750328023"":8,""060750313013"":8,""060750313022"":7,""060750354004"":7,""060750330004"":7,""060750309007"":7,""060750332043"":7,""060750329023"":6,""060750313011"":6,""060750330001"":6,""060750352022"":5,""060750314003"":5,""060750313021"":5,""060750331004"":5,""060750309002"":5,""060816009001"":5}","{""US"":632}",3391,22,"{""<5"":31,""5-20"":378,""21-60"":325,""61-240"":142,"">240"":38}","{""Target"":97}","{""Target"":81,""Safeway"":13,""Costco Wholesale Corp."":11,""Starbucks"":7,""Peet's Coffee and Tea"":5}","{""android"":289,""ios"":417}",US
sg:0d73f6e8b64745f1857e9e60be7444ee,Tonton Restaurant,422 Geary St,San Francisco,CA,94102,[],722511,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,2,2,"[1,1,0,0,0,0,0]","[0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,440,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":1}",{},{},"{""android"":0,""ios"":0}",US
sg:0fa5a7d38ff04f8fbec9635872551aff,Devil's Teeth Baking Company,3876 Noriega St,San Francisco,CA,94122,[],311811,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,8,8,"[4,3,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":8}",2757,9.5,"{""<5"":0,""5-20"":6,""21-60"":2,""61-240"":0,"">240"":0}",{},"{""Noah's New York Bagels"":12,""Blue Bottle Coffee"":12,""Safeway Pharmacy"":12,""Carl's Jr."":12,""Whole Foods Market"":12,""Hampton"":12,""Hallmark Cards"":12,""WinCo Foods"":12,""Jack in the Box"":12,""Safeway"":12,""Goodwill Industries"":12,""Chevron"":11,""Costco Wholesale Corp."":10,""Chick-fil-A"":10,""The Home Depot"":10,""Shell Oil"":9}","{""android"":0,""ios"":5}",US
sg:2a55ce4bfd1c4d479b4f6ab3548fa02e,Kamaljit Kaur Sran MD,2238 Geary Blvd,San Francisco,CA,94115,[],621111,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,2,1,"[0,0,0,1,1,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,502.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":2}",{},{},"{""android"":0,""ios"":0}",US
sg:4cadf706a41b471f9f22ac1b305c16a7,Fluid Yoga,455 Judah St,San Francisco,CA,94122,[],713940,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,20,13,"[6,2,3,1,3,4,1]","[0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0]",{},"{""US"":6}",2106,66,"{""<5"":0,""5-20"":6,""21-60"":4,""61-240"":8,"">240"":2}","{""Starbucks"":32}","{""Sutter Health"":8,""Kaiser Permanente"":8,""Smart & Final"":8,""Days Inn"":8,""GNC (General Nutrition Centers)"":7,""Jack in the Box"":7,""Safeway"":7,""Chevron"":6}","{""android"":5,""ios"":8}",US
sg:79f22b0910b14bec97ac263380742a57,Oliver Hartzell Park,Oliver Hartzell Park,San Francisco,CA,94903,[],712190,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,13,4,"[2,1,4,2,2,2,0]","[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,175,"{""<5"":1,""5-20"":1,""21-60"":2,""61-240"":3,"">240"":6}",{},{},"{""android"":0,""ios"":0}",US
sg:9d19d386bd7f4cd0a078468a96c2ba30,Danceternal Studio,1067 Market St Unit 5005,San Francisco,CA,94103,[],713940,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,17,11,"[3,2,2,2,6,2,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":6}",19470,96,"{""<5"":0,""5-20"":4,""21-60"":3,""61-240"":7,"">240"":3}","{""Four Seasons Hotels and Resorts"":20}","{""Costco Wholesale Corp."":16,""McDonald's"":12,""Caspers Hot Dogs"":9,""Loop Neighborhood Market"":9,""Flyers Energy"":9,""Joe & The Juice"":9,""Four Seasons Hotels and Resorts"":9,""HD Supply"":9,""HearUSA"":9,""Jamba"":9,""Krispy Krunchy Chicken"":9,""Denny's"":9,""Popeyes Louisiana Kitchen"":8,""7-Eleven"":8,""Chevron"":8,""Shell Oil"":6,""Starbucks"":5}","{""android"":6,""ios"":5}",US
sg:cc1d0c81b046466c927d5ea1d0fc82dc,Ryan Miller Rise Up Fitness,1860 Lombard St,San Francisco,CA,94123,[],713940,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,4,4,"[0,3,0,1,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,88,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":1,"">240"":1}",{},{},"{""android"":0,""ios"":0}",US
sg:f4a020a29a604328abebe18021f536e4,Hotel Tropica,663 Valencia St,San Francisco,CA,94110,[],721110,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,11,10,"[4,0,1,1,1,1,3]","[0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1]",{},"{""US"":6}",7685,11,"{""<5"":2,""5-20"":4,""21-60"":1,""61-240"":2,"">240"":2}",{},"{""Curry Up Now"":30,""CVS"":27,""Project Juice"":20,""Safeway"":19,""Starbucks"":16,""The Bay Club"":10,""Tender Greens"":10,""The Luxury Collection"":10,""Flyers Energy"":10,""The Halal Guys"":10,""Peet's Coffee and Tea"":10,""Green Burrito"":10,""ampm"":10,""Safeway Pharmacy"":10,""GNC (General Nutrition Centers)"":10,""Papa John's"":10,""Ross Stores"":9,""Little Caesars"":9,""Pizza Hut"":9,""Popeyes Louisiana Kitchen"":9}","{""android"":5,""ios"":5}",US
sg:16723bd3df1842ddb875966813159755,Peet's Coffee and Tea,1400 Van Ness Ave,San Francisco,CA,94109,"[""Peet's Coffee and Tea""]",722515,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,18,14,"[5,1,4,2,0,1,5]","[0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1]",{},"{""US"":9}",1471,42.5,"{""<5"":0,""5-20"":7,""21-60"":4,""61-240"":6,"">240"":1}","{""Trader Joe's"":20}","{""Starbucks"":18,""Safeway Pharmacy"":14,""CVS"":12,""Shell Oil"":11,""Walgreens"":11,""Flyers Energy"":7,""DAISO"":7,""Cycle Gear"":7,""Jaguar"":7,""Land Rover"":7,""Travelodge"":7,""Smart Foodservice"":7,""Lucky Supermarkets"":7,""Crunch"":7,""ampm"":7,""24 Hour Fitness"":7,""Jamba"":7,""State Farm"":7,""Comfort Inn"":7,""Trader Joe's"":7}","{""android"":8,""ios"":6}",US
sg:1d9fc04f2a2f4de89ca38cf6d426809f,Canto Do Brasil Restaurant,41 Franklin St,San Francisco,CA,94102,[],722511,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,19,11,"[1,6,3,1,2,5,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]",{},"{""US"":8}",27016,64,"{""<5"":0,""5-20"":1,""21-60"":8,""61-240"":6,"">240"":4}","{""T-Mobile"":100}","{""Safeway"":27,""Costco Wholesale Corp."":25,""Rumble"":9,""Flyers Energy"":9,""PODS"":9,""Foods Co."":9,""Kelly-Moore Paints"":9,""BMW"":9,""T-Mobile"":9,""Grocery Outlet"":9,""GNC (General Nutrition Centers)"":9,""76"":9,""Best Buy"":9,""Panda Express"":9,""Chipotle Mexican Grill"":9,""Jack in the Box"":9,""PetSmart"":8,""Popeyes Louisiana Kitchen"":8,""Speedway"":8,""Wendy's"":7}","{""android"":9,""ios"":0}",US
sg:239a08aece3a4fc89e3a986bda8c98f4,76,3400 Mission St,San Francisco,CA,94110,"[""76""]",447110,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,29,25,"[10,4,4,7,2,2,0]","[2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":22}",2755,10,"{""<5"":0,""5-20"":21,""21-60"":7,""61-240"":1,"">240"":0}","{""7-Eleven"":49}","{""7-Eleven"":23,""Costco Wholesale Corp."":14,""Safeway Pharmacy"":12,""Jack in the Box"":11,""Safeway"":11,""Wendy's"":10,""Starbucks"":8,""Togo's Eateries"":8,""Peet's Coffee and Tea"":8,""Cardenas Markets"":8,""In-N-Out Burger"":8,""CrossFit"":8,""Chevron"":7,""Burger King"":6}","{""android"":20,""ios"":5}",US
